"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 04, 2019","8,975.20","9,015.30","9,036.00","8,905.80","221.48M","-0.49%"
"Feb 01, 2019","9,019.40","9,058.60","9,078.70","8,942.40","286.84M","-0.41%"
"Jan 31, 2019","9,056.70","9,103.80","9,117.10","8,981.70","222.89M","-0.16%"
"Jan 30, 2019","9,071.50","9,123.90","9,142.10","9,034.10","154.21M","-0.52%"
"Jan 29, 2019","9,119.10","9,064.60","9,163.80","9,034.10","144.38M","0.63%"
"Jan 28, 2019","9,062.40","9,149.50","9,181.50","9,048.90","134.49M","-1.34%"
"Jan 25, 2019","9,185.20","9,206.90","9,225.40","9,164.60","161.49M","0.38%"
"Jan 24, 2019","9,150.00","9,150.00","9,205.40","9,088.00","163.42M","0.23%"
"Jan 23, 2019","9,128.80","9,011.90","9,169.70","9,006.40","135.90M","1.01%"
"Jan 22, 2019","9,037.50","9,009.00","9,055.60","9,001.10","143.28M","-0.18%"
"Jan 21, 2019","9,053.80","9,064.80","9,070.60","9,033.20","90.49M","-0.17%"
"Jan 18, 2019","9,069.10","8,962.30","9,080.80","8,950.90","203.55M","1.80%"
"Jan 17, 2019","8,908.60","8,868.10","8,939.10","8,850.60","152.92M","-0.05%"
"Jan 16, 2019","8,912.70","8,869.50","8,912.70","8,836.70","176.32M","0.71%"
"Jan 15, 2019","8,850.10","8,878.40","8,915.90","8,768.20","136.52M","0.36%"
"Jan 14, 2019","8,818.60","8,819.20","8,840.40","8,751.20","126.00M","-0.66%"
"Jan 11, 2019","8,877.10","8,855.90","8,900.40","8,836.00","151.62M","0.23%"
"Jan 10, 2019","8,856.80","8,790.00","8,856.80","8,784.50","148.19M","0.38%"
"Jan 09, 2019","8,823.60","8,887.40","8,892.90","8,807.00","160.46M","-0.27%"
"Jan 08, 2019","8,847.30","8,783.10","8,895.90","8,773.40","160.82M","0.81%"
"Jan 07, 2019","8,776.30","8,781.20","8,783.50","8,710.40","128.76M","0.44%"
"Jan 04, 2019","8,737.80","8,593.80","8,774.30","8,588.10","169.09M","2.52%"
"Jan 03, 2019","8,523.30","8,497.50","8,590.90","8,488.10","135.07M","-0.31%"
"Jan 02, 2019","8,550.00","8,448.30","8,582.40","8,354.80","130.76M","0.12%"
